species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,External,All causes,2161722148.63911,886866086.833395,423464618.4456558,3899979678.8325644,23.8661044574125,90577084.01874137,37160068.934414886,17743348.907288186,163410819.13019457
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,Brucellosis,135284745.87854382,5142127148.73061,-9943284465.633451,10213853957.39054,23.8661044574125,5668488.802600801,215457330.2026059,-416627878.39450675,427964855.99970835
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,Other diseases,4288132472.3346586,7474728775.013211,-10362335926.691235,18938600871.360554,23.8661044574125,179674587.4462483,313194337.532184,-434186314.11683226,793535489.009329
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Infectious,PPR,400677261.3607876,5084968863.043736,-9565861710.204935,10367216232.926512,23.8661044574125,16788548.884287752,213062373.5481226,-400813703.2700325,434390801.03860813
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2017,Production loss,Non-infectious,All conditions,3385467783.97628,1348011265.37708,743365703.8372035,6027569864.115356,23.8661044574125,141852550.3404808,56482249.45057614,31147341.417351577,252557759.26361004
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,External,All causes,15741299.53404625,13599601.569285486,-10913919.541753301,42396518.6098458,27.4293865941667,573884.4899066715,495804.0721252461,-397891.49145881087,1545660.4712721538
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,Brucellosis,1359238.486253976,774328.578768686,-158445.52813264867,2876922.5006406005,27.4293865941667,49554.09708444008,28229.89045381567,-5776.48820503863,104884.68237391878
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,Other diseases,2704074.106307525,17506986.476890992,-31609619.388398822,37017767.60101387,27.4293865941667,98583.10527741039,638256.5799198052,-1152399.7913654079,1349566.0019202286
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Infectious,PPR,22977428.47051377,11685930.478132974,73004.73337313905,45881852.2076544,27.4293865941667,837693.8504122541,426036.8870450123,2661.5518040299407,1672726.1490204784
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Health cost,Non-infectious,All conditions,15741299.53404625,13599601.569285486,-10913919.541753301,42396518.6098458,27.4293865941667,573884.4899066715,495804.0721252461,-397891.49145881087,1545660.4712721538
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,External,All causes,1168692961.8842,167609902.179051,840177553.61326,1497208370.1551402,27.4293865941667,42607331.29674658,6110596.079268355,30630562.981380608,54584099.61211257
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,Brucellosis,1575373.9624723447,3344.1192698691534,1568819.4887034013,1581928.4362412882,27.4293865941667,57433.80214005126,121.91739171375907,57194.84405229229,57672.76022781022
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,Other diseases,1418050643.6491437,223585302.95858374,979823449.8503196,1856277837.4479678,27.4293865941667,51698226.600179054,8151305.250338071,35721668.30951644,67674784.89084168
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Infectious,PPR,945188175.008134,95892.51296729074,945000225.6827182,945376124.3335499,27.4293865941667,34458961.44134493,3495.9773029588573,34452109.32583114,34465813.55685873
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Mortality,Non-infectious,All conditions,1541457953.37349,207329366.397812,1135092395.2337785,1947823511.5132017,27.4293865941667,56197317.72278516,7558658.5097715575,41382347.04363291,71012288.40193743
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,External,All causes,2269808256.07107,931209391.17502,444637849.368031,4094978662.7741094,27.4293865941667,82750966.67870004,33949333.426692694,16210273.162382362,149291660.19501773
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,Brucellosis,142048983.17247233,5399233506.167034,-10440448688.914915,10724546655.25986,27.4293865941667,5178715.26892553,196841204.8746022,-380630046.2852948,390987476.8231458
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,Other diseases,4502539095.95139,7848465213.7637005,-10880452723.025463,19885530914.92824,27.4293865941667,164150192.73194128,286133457.1525855,-396671383.2871263,724971768.7510087
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Infectious,PPR,420711124.42882675,5339217306.195817,-10044154795.714973,10885577044.572628,27.4293865941667,15337970.573439572,194653179.27785113,-366182260.8111486,396858201.9580278
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2018,Production loss,Non-infectious,All conditions,3554741173.17509,1415411828.64586,780533989.0292044,6328948357.320975,27.4293865941667,129596087.06419496,51602022.66232487,28456122.646038227,230736051.4823517
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,External,All causes,16528364.510748563,14279581.647749757,-11459615.51884096,44516344.540338084,29.06975,568576.0803153988,491217.9034133337,-394211.0103747352,1531363.1710055328
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,Brucellosis,1427200.4105666748,813045.0077071203,-166367.80453928094,3020768.6256726305,29.06975,49095.72358092776,27968.765046383967,-5723.055909984811,103914.50307184033
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,Other diseases,2839277.8116229028,18382335.80073554,-33190100.35781876,38868655.981064565,29.06975,97671.21532255705,632352.7309569411,-1141740.1373530477,1337082.567998162
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Infectious,PPR,24126299.894039452,12270227.002039623,76654.97004179284,48175944.81803711,29.06975,829945.2143220857,422096.0621278003,2636.9325515972046,1657253.4960925742
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Health cost,Non-infectious,All conditions,16528364.510748563,14279581.647749757,-11459615.51884096,44516344.540338084,29.06975,568576.0803153988,491217.9034133337,-394211.0103747352,1531363.1710055328
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,External,All causes,1227127609.94971,175990397.219946,882186431.3986157,1572068788.500804,29.06975,42213215.11019909,6054073.29681012,30347231.44845125,54079198.77194692
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,Brucellosis,1654142.660595962,3344.6201816890893,1647587.2050398514,1660698.1161520728,29.06975,56902.541666026096,115.05500328310666,56677.0338595912,57128.04947246099
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,Other diseases,1488953175.7980533,234764568.1442108,1028814622.2354002,1949091729.3607063,29.06975,51220019.97946502,8075905.989704445,35391244.23964431,67048795.719285734
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Infectious,PPR,992447583.7585405,100681.46059611136,992250248.0957721,992644919.4213089,29.06975,34140217.365424216,3463.444322572824,34133429.014551975,34147005.71629646
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Mortality,Non-infectious,All conditions,1618530851.0221,217695834.745576,1191847014.9207711,2045214687.1234288,29.06975,55677494.681657046,7488741.20849254,40999561.91301168,70355427.45030242
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,External,All causes,2383298668.87462,977769860.733727,466869741.8365152,4299727595.9127245,29.06975,81985523.40060097,33635303.39042224,16060328.755373375,147910718.04582855
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,Brucellosis,149151432.3310972,5669195181.4752865,-10962471123.360464,11260773988.022657,29.06975,5130812.350677154,195020431.2550086,-377109232.9091397,387370857.610494
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,Other diseases,4727666050.748956,8240888474.451723,-11424475359.176422,20879807460.67433,29.06975,162631809.7248499,283486733.61317945,-393002188.1569818,718265807.6066816
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Infectious,PPR,441746680.65026695,5606178171.505506,-10546362535.500525,11429855896.801058,29.06975,15196094.932026142,192852644.81137627,-362795088.8982714,393187278.7623237
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2019,Production loss,Non-infectious,All conditions,3732478231.83385,1486182420.07809,819560688.4807935,6645395775.186907,29.06975,128397328.21348137,51124705.92550985,28192904.599482056,228601751.8274807
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,External,All causes,17354782.736285992,14993560.730137246,-12032596.294783007,46742161.767354995,34.9271654040404,496884.94716145436,429280.7777754212,-344505.377278371,1338275.27160128
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,Brucellosis,1498560.4310950085,853697.2580924764,-174686.19476624532,3171807.0569562623,34.9271654040404,42905.297746311066,24442.214196795943,-5001.442079408983,90812.03757203111
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,Other diseases,2981241.7022040486,19301452.59077232,-34849605.3757097,40812088.780117795,34.9271654040404,85355.9591142537,552620.0700083012,-997779.3781020165,1168491.296330524
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Infectious,PPR,25332614.888741426,12883738.352141604,80487.71854388341,50584742.058938965,34.9271654040404,725298.3342819721,368874.4334990094,2304.444623913641,1448292.2239400304
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Health cost,Non-infectious,All conditions,17354782.736285992,14993560.730137246,-12032596.294783007,46742161.767354995,34.9271654040404,496884.94716145436,429280.7777754212,-344505.377278371,1338275.27160128
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,External,All causes,1288483990.41987,184789917.016127,926295753.068261,1650672227.7714787,34.9271654040404,36890597.20462792,5290721.845831507,26520782.38679817,47260412.022457674
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,Brucellosis,1736849.7936257601,3345.172350036768,1730293.255819688,1743406.3314318322,34.9271654040404,49727.76271803723,95.77566090289697,49540.04242266755,49915.48301340691
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,Other diseases,1563400834.5560064,246502796.58732346,1080255353.2448525,2046546315.8671603,34.9271654040404,44761743.94544915,7057623.879171363,30928801.14227328,58594686.74862502
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Infectious,PPR,1042069962.9464679,105710.12569744923,1041862771.1001009,1042277154.7928349,34.9271654040404,29835514.874789134,3026.587599496998,29829582.76309412,29841446.986484148
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Mortality,Non-infectious,All conditions,1699457393.5541,228580626.509401,1251439365.595674,2147475421.512526,34.9271654040404,48657180.56116588,6544494.059714294,35829972.20412586,61484388.918205895
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,External,All causes,2502463602.31835,1026658353.77037,490213228.9284246,4514713975.708275,34.9271654040404,71648058.84959857,29394264.94803971,14035299.551440734,129260818.1477564
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,Brucellosis,156609003.94765204,5952654940.548955,-11510594679.5283,11823812687.423605,34.9271654040404,4483873.859673004,170430519.3876497,-329559944.1401204,338527691.85946643
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,Other diseases,4964049353.2864065,8652932898.174152,-11995699127.134933,21923797833.707745,34.9271654040404,142125743.55410364,247742202.89783877,-343448974.1256604,627700461.2338676
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Infectious,PPR,463834014.6827808,5886487080.080685,-11073680662.27536,12001348691.640923,34.9271654040404,13280036.021163175,168536066.75449625,-317050654.8176494,343610726.8599758
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2020,Production loss,Non-infectious,All conditions,3919102143.42554,1560491541.08193,860538722.9049573,6977665563.946123,34.9271654040404,112207850.19594447,44678447.93672867,24638092.239956282,199777608.1519327
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,External,All causes,18222521.873100296,15743238.76664411,-12634226.10952216,49079269.855722755,34.9271654040404,521729.1945195272,450744.8166641923,-361730.6461422897,1405189.0351813443
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,Brucellosis,1573488.4526497591,896382.1209971003,-183420.50450455723,3330397.4098040755,34.9271654040404,45050.56263362663,25664.324906635742,-5251.514183379422,95352.63945063268
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,Other diseases,3130303.787314251,20266525.22031094,-36592085.6444952,42852693.2191237,34.9271654040404,89623.75706996638,580251.0735087164,-1047668.3470071177,1226915.8611470505
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Infectious,PPR,26599245.633178502,13527925.269748686,84512.10447108,53113979.161885925,34.9271654040404,761563.2509960708,387318.15517395997,2419.666855109392,1520706.8351370322
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Health cost,Non-infectious,All conditions,18222521.873100296,15743238.76664411,-12634226.10952216,49079269.855722755,34.9271654040404,521729.1945195272,450744.8166641923,-361730.6461422897,1405189.0351813443
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,External,All causes,1352908189.91483,194029412.805202,972610540.816634,1733205839.0130258,34.9271654040404,38735127.06411395,5555257.936355652,27846821.508856878,49623432.61937103
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,Brucellosis,1823692.2833070485,3345.7810100239894,1817134.5525274014,1830250.0140866956,34.9271654040404,52214.15085393911,95.7930874526951,52026.39640253182,52401.90530534639
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,Other diseases,1641570876.2533715,258827936.45088354,1134268120.8096397,2148873631.697103,34.9271654040404,46999831.14185021,7410505.074108938,32475241.196596693,61524421.087103724
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Infectious,PPR,1094173461.0937912,110990.48132300866,1093955919.7503982,1094391002.4371843,34.9271654040404,31327290.61852859,3177.7695108967873,31321062.190287232,31333519.04676995
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Mortality,Non-infectious,All conditions,1784430263.21361,240009657.860155,1314011333.807706,2254849192.6195135,34.9271654040404,51090039.58870323,6871718.763423913,37621470.81239236,64558608.36501409
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,External,All causes,2627586782.43427,1077991271.45885,514723890.3749242,4740449674.493616,34.9271654040404,75230461.79207857,30863978.195440594,14737064.529015016,135723859.05514213
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,Brucellosis,164439454.14503416,6250287687.57631,-12086124413.504534,12415003321.794603,34.9271654040404,4708067.55265664,178952045.35702953,-346037941.34712124,355454076.45243454
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,Other diseases,5212251820.950726,9085579543.082712,-12595484083.49139,23019987725.39284,34.9271654040404,149232030.73180878,260129313.0427265,-360621422.8319351,659085484.2955527
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Infectious,PPR,487025715.41692066,6180811434.084626,-11627364695.388947,12601416126.222786,34.9271654040404,13944037.822221357,176962870.0922184,-332903187.5585267,360791263.2029694
All Small Ruminants,National,Crop livestock mixed,Adult female,Adult,Female,2021,Production loss,Non-infectious,All conditions,4115057250.59681,1638516118.13596,903565659.0503283,7326548842.143291,34.9271654040404,117818242.7057415,46912370.33356321,25869996.85195762,209766488.55952537
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,External,All causes,4000502.45101522,4166041.775625474,-4164939.4292107085,12165944.33124115,23.8661044574125,167622.76634437154,174558.93495561884,-174512.74616864137,509758.2788573845
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,Brucellosis,425519.4739641568,247448.62391060445,-59479.82890062791,910518.7768289415,23.8661044574125,17829.448233726976,10368.203338427531,-2492.2303095909833,38151.126777044934
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,Other diseases,829162.6187860221,5510451.515478565,-9971322.351551967,11629647.58912401,23.8661044574125,34742.268905493496,230890.27894399795,-417802.6778247425,487287.21563572955
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,PPR,7036944.09511004,3677983.1501636063,-171902.87921062764,14245791.069430709,23.8661044574125,294850.97191571444,154109.0694849981,-7202.804274881854,596904.7481063107
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Non-infectious,All conditions,4000502.45101522,4166041.775625474,-4164939.4292107085,12165944.33124115,23.8661044574125,167622.76634437154,174558.93495561884,-174512.74616864137,509758.2788573845
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,External,All causes,541088236.139752,78497112.6044742,387233895.4349826,694942576.8445215,23.8661044574125,22671828.87367683,3289062.642985878,16225266.09342451,29118391.65392915
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,Other diseases,795954190.0909793,84781482.24268682,629782484.8953131,962125895.2866455,23.8661044574125,33350821.518078387,3552380.4227863755,26388155.88941709,40313487.146739684
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,PPR,234653419.48922062,17791.99059479308,234618547.18765482,234688291.79078642,23.8661044574125,9832078.792244636,745.4920272615801,9830617.627871202,9833539.956618069
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Non-infectious,All conditions,611435062.093584,70345453.2472315,473557973.7290102,749312150.4581577,23.8661044574125,25619391.014761113,2947504.624089715,19842281.951545272,31396500.077976953
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,External,All causes,3671428894.894,1525497166.53313,681454448.4890656,6661403341.298935,23.8661044574125,153834443.3816346,63918984.73650275,28553233.2980892,279115653.46518
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,Brucellosis,55022162.51689583,8333301279.437498,-16278248345.180601,16388292670.214392,23.8661044574125,2305452.178635993,349168893.24387765,-682065578.5793642,686676482.9366362
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,Other diseases,7150864372.659981,12184168838.201628,-16730106550.21521,31031835295.53517,23.8661044574125,299624280.3437079,510521893.5056401,-700998630.9273467,1300247191.6147625
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,PPR,550809156.8512925,8325963378.42294,-15768079064.857672,16869697378.560255,23.8661044574125,23079139.61552357,348861432.0481198,-660689267.1987913,706847546.4298384
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Non-infectious,All conditions,5358916102.29984,2191781485.36436,1063024390.9856949,9654807813.613985,23.8661044574125,224540880.2204178,91836583.10368374,44541177.337197706,404540583.10363793
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,External,All causes,4200527.573565981,4374343.864406748,-4373186.400671245,12774241.547803208,27.4293865941667,153139.6832060142,159476.547147322,-159434.34920273692,465713.71561476536
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,Brucellosis,446795.44766236475,259821.05510613468,-62453.82034565922,956044.7156703887,27.4293865941667,16288.933262451555,9472.361119493273,-2276.8945317552607,34854.76105665837
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,Other diseases,870620.7497253232,5785974.091252494,-10469888.469129564,12211129.96858021,27.4293865941667,31740.438187942367,210940.70300802766,-381703.33970779186,445184.2160836766
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,PPR,7388791.299865542,3861882.307671787,-180498.02317116037,14958080.622902244,27.4293865941667,269375.0104290297,140793.60814044156,-6580.46152623574,545330.4823842951
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Non-infectious,All conditions,4200527.573565981,4374343.864406748,-4373186.400671245,12774241.547803208,27.4293865941667,153139.6832060142,159476.547147322,-159434.34920273692,465713.71561476536
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,External,All causes,568142647.918928,82421968.1746175,406595590.2966777,729689705.5411783,27.4293865941667,20712918.459494557,3004878.285982008,14823357.018969823,26602479.900019296
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,Other diseases,835751899.5565484,89020556.39176722,661271609.0286846,1010232190.0844121,27.4293865941667,30469215.805733126,3245444.6652007475,24108144.26193966,36830287.34952659
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,PPR,246386090.46368167,18608.359864919068,246349618.07834643,246422562.8490169,27.4293865941667,8982559.25694232,678.4096246934095,8981229.574077921,8983888.939806718
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Non-infectious,All conditions,642006815.184952,73862725.9780584,497235872.26795757,786777758.1019465,27.4293865941667,23405802.859677695,2692831.854787686,18127852.42429383,28683753.29506156
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,External,All causes,3855000339.6387,1601772024.85973,715527170.913629,6994473508.363771,27.4293865941667,140542710.5124738,58396202.89577939,26086152.83674617,254999268.18820143
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,Brucellosis,57773270.64274596,8749966343.409372,-17092160762.439623,17207707303.725113,27.4293865941667,2106254.56185128,318999709.06641394,-623133175.20832,627345684.3320225
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,Other diseases,7508407591.292975,12793377280.111572,-17566611877.725704,32583427060.311657,27.4293865941667,273735891.45044017,466411351.7883878,-640430358.0547998,1187902140.9556801
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,PPR,578349614.6938579,8742261547.343933,-16556483018.100252,17713182247.48797,27.4293865941667,21085036.397308763,318718813.391296,-603603837.8496314,645773910.644249
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Non-infectious,All conditions,5626861907.41483,2301370559.63249,1116175610.5351496,10137548204.29451,27.4293865941667,205139910.36939457,83901641.46513993,40692693.09772032,369587127.6410688
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,External,All causes,4410553.95224428,4593061.057627085,-4591845.720704805,13412953.625193365,29.06975,151723.14699109143,158001.39518320884,-157959.58756799783,461405.8815501807
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,Brucellosis,469135.220045483,272812.1078614414,-65576.51136294217,1003846.9514539081,29.06975,16138.261252521366,9384.742141278868,-2255.8333443852175,34532.35584942795
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,Other diseases,914151.7872115886,6075272.795815119,-10993382.892586045,12821686.46700922,29.06975,31446.840348182857,208989.50956974583,-378172.598408519,441066.27910488466
